Source,Target
Chandler,Monica
Phoebe,Mike
Joey,Phoebe
Joey,Mike
Phoebe,Mike
Rachel,Ross
Rachel,prospectiveNanny
Ross,prospectiveNanny
Rachel,Ross
Rachel,Sandy
Ross,Sandy
Phoebe,David
Phoebe,Monica
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Rachel,Sandy
Ross,Sandy
Chandler,Joey
Chandler,Monica
Joey,Monica
Phoebe,David
Sandy,Rachel
Sandy,Ross
Rachel,Ross
Ross,Rachel
Sandy,Rachel
Sandy,Ross
Phoebe,David
Mike,David
Mike,Phoebe
David,Phoebe
Monica,Ross
Joey,Ross
Joey,Monica
Chandler,Ross
Chandler,Monica
Chandler,Joey
Chandler,Joey
Chandler,Monica
David,Phoebe
David,Mike
Phoebe,Mike
Ross,Joey
Ross,Rachel
Ross,Sandy
Joey,Rachel
Joey,Sandy
Rachel,Sandy
Ross,Rachel
Sandy,Joey
Chandler,Monica
Chandler,Joey
Monica,Joey
Ross,Sandy
Ross,Rachel
Ross,Sandy
Sandy,Joey
