Source,Target
Gary,Phoebe
Chandler,Monica
Phoebe,Chandler
Gary,Monica
Gary,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Ross,Joey
Joey,Ross
Joey,Rachel
Ross,Rachel
Gary,Chandler
Ross,Joey
Ross,Monica
Joey,Monica
Ross,Monica
Ross,Joey
Ross,Rachel
Monica,Joey
Monica,Rachel
Joey,Rachel
Chandler,Phoebe
Gary,Chandler
Gary,Phoebe
Joey,Ross
Joey,Monica
Joey,Chandler
Ross,Monica
Ross,Chandler
Monica,Chandler
Rachel,Joey
Rachel,Monica
Rachel,Ross
Rachel,Chandler
Monica,Joey
Monica,Ross
Monica,Chandler
Phoebe,Monica
Phoebe,Chandler
Phoebe,Ross
Phoebe,Joey
Gary,Phoebe
Gary,Monica
Gary,Chandler
Gary,Ross
Gary,Joey
Phoebe,Monica
Phoebe,Chandler
Phoebe,Ross
Phoebe,Joey
Phoebe,Rachel
Phoebe,Gary
Monica,Joey
Monica,Ross
Monica,Chandler
Joey,Ross
Joey,Chandler
Ross,Chandler
Gunther,Rachel
Gunther,Ross
Gary,Phoebe
Monica,Joey
Monica,Phoebe
Phoebe,Rachel
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Rachel
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Rachel
Chandler,Ross
Chandler,Phoebe
Chandler,Joey
Joey,Rachel
Joey,Ross
Rachel,Ross
Rachel,Chandler
Ross,Chandler
Gunther,Chandler
