Source,Target
Ross,Emma
Ross,Joey
Ross,Chandler
Ross,Phoebe
Ross,Monica
Rachel,Emma
Rachel,Ross
Charlie,Ross
Charlie,Joey
Ross,Joey
Ross,fanSarah
Joey,fanSarah
fanSarah,Charlie
David,Monica
David,Phoebe
David,Chandler
Phoebe,Chandler
Phoebe,Monica
Chandler,Monica
Monica,Phoebe
Chandler,David
Joey,Charlie
Ross,Joey
Ross,Charlie
Chandler,Monica
Monica,Chandler
Monica,Rachel
Monica,Joey
Monica,Phoebe
Monica,David
Chandler,Rachel
Chandler,Joey
Chandler,Phoebe
Chandler,David
Rachel,Joey
Rachel,Phoebe
Rachel,David
Joey,Phoebe
Joey,David
Phoebe,David
Chandler,David
Monica,Chandler
Monica,Phoebe
Phoebe,Rachel
Charlie,Ross
Charlie,Joey
Ross,Joey
Chandler,Ross
Ross,Rachel
Rachel,Charlie
Chandler,Joey
Chandler,Ross
Ross,Joey
Ross,Rachel
Ross,Charlie
Charlie,Joey
Rachel,Joey
Mike,Monica
Chandler,Monica
Rachel,Joey
Joey,waiter_9_23
Charlie,Ross
Rachel,Joey
Joey,Rachel
Joey,Ross
Joey,Charlie
Rachel,Ross
Rachel,Charlie
Ross,Charlie
Rachel,Ross
Chandler,Monica
Phoebe,David
Mike,David
Mike,Phoebe
Mike,Chandler
Mike,Monica
David,Chandler
David,Monica
Chandler,Phoebe
Monica,Phoebe
