Source,Target
Ross,Chandler
Ross,Rachel
Ross,Phoebe
Rachel,Phoebe
Rachel,Gunther
Chandler,Monica
Ross,Chandler
Ross,Rachel
Ross,Chandler
Phoebe,Monica
Chandler,Monica
Chandler,Ross
Chandler,Kathy
Joey,Kathy
Joey,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Gunther
Monica,Gunther
Chandler,Kathy
Chandler,chick
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Kathy
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Phoebe
Ross,Chandler
Gunther,Monica
Monica,Chandler
Monica,Ross
Monica,Phoebe
Monica,Rachel
Monica,Phoebe
Ross,Monica
Rachel,Josh
Monica,Josh
Rachel,Phoebe
Monica,Rachel
Ross,Rachel
Ross,Monica
Phoebe,Monica
Phoebe,Rachel
Ross,Ben
Ross,Amanda(date)
Chandler,Kathy
Ross,Monica
Ross,Phoebe
Chandler,Ross
Chandler,Phoebe
Chandler,Monica
Phoebe,Monica
Phoebe,Kathy
Chandler,Kathy
Chandler,Joey
Chandler,chick
Chandler,duck
Joey,Chandler
Rachel,Josh
Rachel,Monica
Monica,Josh
Phoebe,Monica
Phoebe,Rachel
Joey,Kathy
Chandler,Kathy
Joey,Chandler
Ross,Rachel
Ross,Monica
Monica,Rachel
Phoebe,Gunther
Chandler,Joey
Chandler,Monica
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Rachel,Gunther
