Source,Target
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Monica
Chandler,Ross
Chandler,Phoebe
Chandler,Joey
Chandler,Rachel
Joey,Chandler
Monica,Rachel
Chandler,Ross
Chandler,Joey
Ross,Joey
Monica,Chandler
Phoebe,Joey
Phoebe,Rachel
Monica,Chandler
Monica,Phoebe
Tag,Rachel
Chandler,Phoebe
Chandler,Monica
Chandler,Joey
Chandler,Tag
Chandler,Rachel
Ross,Monica
Ross,Phoebe
Phoebe,Monica
Phoebe,Rachel
Rachel,Monica
Rachel,Ross
Rachel,Joey
Rachel,Tag
Joey,Rachel
Joey,Tag
Monica,Phoebe
Ross,Chandler
Joey,Chandler
Joey,Ross
Monica,Phoebe
Phoebe,Chandler
Ross,Phoebe
Joey,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Tag,Rachel
Tag,Ross
Tag,Chandler
Tag,Monica
Tag,Phoebe
Tag,Joey
Tag,Rachel
Chandler,Ross
