Source,Target
Joey,Monica
Joey,Phoebe
Joey,Rachel
Joey,Ross
Chandler,Monica
Rachel,Monica
Rachel,Ross
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Phoebe,Ross
Ross,coffeeShopPatron_2_17
Ross,Monica
Monica,Rachel
Rachel,Ross
Chandler,Joey
Joey,Monica
Joey,Phoebe
Ross,Chandler
Rachel,Chandler
Phoebe,producer
Ross,Monica
Ross,Tony
Monica,Judy
Chandler,Joey
Eddie,Chandler
Eddie,Joey
Monica,Ross
Rachel,Monica
Phoebe,Rachel
Phoebe,Monica
Phoebe,Ross
Phoebe,Ross
Joey,Eddie
Joey,Chandler
Chandler,Eddie
Monica,Ross
Monica,Rachel
Rachel,Ross
Monica,Ross
Rachel,Ross
Phoebe,Rachel
Phoebe,Ross
Phoebe,Monica
Chandler,Eddie
Joey,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
