Source,Target
Chandler,Joey
MrTreeger,Chandler
MrTreeger,Joey
Chandler,Rachel
Chandler,Monica
Joey,Rachel
Joey,Monica
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Monica,Ross
Phoebe,doctor_4_17
Rachel,doctor_4_17
Alice,Phoebe
Alice,FrankJr
Phoebe,FrankJr
Ross,Emily
Rachel,Chandler
Rachel,Joey
Rachel,Monica
Rachel,Phoebe
Phoebe,Monica
Phoebe,Chandler
Ross,Monica
Ross,Chandler
Ross,Joey
Monica,Chandler
Rachel,Chandler
Rachel,Monica
Chandler,Joey
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Monica
Phoebe,Joey
Ross,Emily
Ross,Monica
Ross,Chandler
Ross,Joey
Monica,Joey
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Monica,Ross
Phoebe,Rachel
Emily,Chandler
Emily,Monica
Emily,Joey
Emily,Ross
Chandler,Joey
