Source,Target
Ross,Rachel
Ross,Joey
Rachel,Joey
Ross,Rachel
Ross,Joey
Rachel,Joey
Chandler,Monica
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
FrankJr,Phoebe
FrankJr,Phoebe
FrankJr,Chandler
FrankJr,Monica
FrankJr,FrankJrJr
FrankJr,LeslieBuffay
FrankJr,ChandlerBuffay
Phoebe,Chandler
Phoebe,Monica
Phoebe,FrankJrJr
Phoebe,LeslieBuffay
Phoebe,ChandlerBuffay
Chandler,Monica
Chandler,FrankJrJr
Chandler,LeslieBuffay
Chandler,ChandlerBuffay
Monica,FrankJrJr
Monica,LeslieBuffay
Monica,ChandlerBuffay
Rachel,Joey
Rachel,Charlie
Joey,Charlie
Ross,Joey
Ross,Charlie
Ross,Rachel
Phoebe,FrankJr
Chandler,Bill_10
Chandler,Colleen
Monica,Bill_10
Monica,Colleen
Chandler,Owen
Ross,Rachel
Ross,Charlie
Ross,Joey
Rachel,Charlie
Rachel,Joey
Charlie,Joey
FrankJr,Phoebe
Chandler,Monica
Chandler,Monica
Chandler,Bill_10
Chandler,Colleen
Chandler,Owen
Monica,Bill_10
Monica,Colleen
Monica,Owen
Bill_10,Colleen
Bill_10,Owen
Colleen,Owen
Ross,Rachel
Ross,Joey
Ross,Charlie
Ross,Charlie
Rachel,Charlie
Rachel,Joey
Ross,Joey
Chandler,Monica
Chandler,Phoebe
Chandler,FrankJrJr
Chandler,LeslieBuffay
Chandler,ChandlerBuffay
