Source,Target
Chandler,Joey
Monica,Rachel
Monica,Ross
Rachel,Ross
Joey,Rachel
Joey,Ross
Joey,Chandler
Monica,Ross
Monica,Rachel
Monica,Joey
Phoebe,Malcom
Rachel,Ross
Chandler,Rachel
Chandler,Ross
Chandler,Ross
Rachel,Joey
Phoebe,Joey
Phoebe,Ross
Phoebe,Rachel
Phoebe,Chandler
Monica,Joey
Joey,Chandler
Monica,Joey
Rachel,Monica
Monica,Chandler
Monica,Ross
Monica,Rachel
Chandler,Janice
Phoebe,Malcom
Chandler,Joey
Monica,Rachel
Monica,Ross
Monica,Chandler
Monica,Joey
Joey,Ross
Joey,Monica
Joey,Chandler
Joey,Rachel
Monica,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Rachel,Janice
Phoebe,Malcom
Monica,Joey
Joey,Rachel
Rachel,Ross
Ross,Joey
Ross,Chandler
