Source,Target
Ross,Emma
Chandler,Joey
Chandler,Monica
Joey,Monica
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Rachel,Ross
Joey,Catherine
Chandler,Catherine
Chandler,Joey
Mike,Phoebe
Mike,Phoebe
Mike,Theodore
Mike,Bitsy
Mike,Tom
Mike,Sue
Phoebe,Theodore
Phoebe,Bitsy
Phoebe,Tom
Phoebe,Sue
Theodore,Bitsy
Theodore,Tom
Theodore,Sue
Bitsy,Tom
Bitsy,Sue
Tom,Sue
Theodore,Phoebe
Phoebe,Mike
Phoebe,Bitsy
Phoebe,Mike
Mike,Bitsy
Chandler,Joey
Chandler,Joey
Chandler,Monica
Joey,Monica
Rachel,Emma
Phoebe,Theodore
Phoebe,Bitsy
Phoebe,Mike
Phoebe,Sue
Phoebe,Tom
Chandler,Monica
Chandler,Joey
Monica,Joey
Chandler,Monica
Mike,Theodore
Mike,Bitsy
Mike,Tom
Mike,Sue
Phoebe,Theodore
Phoebe,Bitsy
Phoebe,Mike
Phoebe,Sue
Phoebe,Tom
Ross,Rachel
Ross,Emma
Rachel,Emma
Rachel,Phoebe
Rachel,Monica
Rachel,Mike
Rachel,Chandler
Rachel,Joey
Ross,Phoebe
Ross,Monica
Ross,Mike
Ross,Chandler
Ross,Joey
