Source,Target
Chandler,Joey
duck,chick
Monica,Rachel
Monica,Phoebe
Monica,Ross
Rachel,Chandler
Rachel,Joey
Chandler,Joanna
Rachel,Joanna
Joey,Chandler
Joey,Rachel
Judy,Monica
Judy,Phoebe
Monica,Judy
Monica,Phoebe
Joey,salesman
Monica,Phoebe
Judy,Monica
Judy,Phoebe
Joanna,Rachel
Joanna,Chandler
Joanna,Sophie
Rachel,Sophie
Chandler,Sophie
Chandler,Rachel
Chandler,Joanna
Chandler,Rachel
Joey,salesman
Monica,Phoebe
Rachel,Chandler
Chandler,Sophie
Rachel,Sophie
Rachel,Chandler
Joey,salesman
Joey,duck
Rachel,Chandler
Monica,Phoebe
Monica,Judy
Phoebe,Judy
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Ross
Chandler,Joey
Chandler,Monica
Joey,Ross
Joey,Phoebe
Chandler,Rachel
Chandler,Joey
Ross,Joey
Rachel,Joey
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Phoebe
Rachel,Joanna
