Source,Target
customer_1_19,Rachel
Monica,Rachel
Ross,Marcel
Ross,Rachel
Monica,Rachel
Monica,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Phoebe,Chandler
Phoebe,Joey
Joey,Monica
Joey,Phoebe
Joey,Rachel
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Joey
Rachel,Marcel
Rachel,Monica
Monica,Ross
Ross,Marcel
Chandler,Ross
Ross,Joey
Chandler,Joey
Marcel,Rachel
Rachel,Joey
Rachel,Monica
Phoebe,Monica
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Joey
Rachel,Joey
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Chandler
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,MrHeckles
Rachel,Ross
Rachel,Ross
LuisaGianetti,Rachel
LuisaGianetti,Ross
LuisaGianetti,Monica
LuisaGianetti,Phoebe
Phoebe,Rachel
Phoebe,Ross
Phoebe,Monica
Monica,LuisaGianetti
Rachel,LuisaGianetti
Monica,Rachel
Phoebe,Rachel
Phoebe,Ross
Phoebe,Monica
Chandler,Joey
Chandler,Samantha
Chandler,SamanthasRoomate
Joey,Samantha
Joey,SamanthasRoomate
Monica,Phoebe
LuisaGianetti,Monica
LuisaGianetti,Phoebe
Phoebe,Monica
Ross,Rachel
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,MrHeckles
Ross,LuisaGianetti
LuisaGianetti,Marcel
LuisaGianetti,Rachel
Ross,Rachel
Barry,Rachel
Barry,Ross
Monica,Chandler
Monica,Phoebe
Monica,Joey
Joey,Chandler
Monica,Chandler
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
