Source,Target
Phoebe,receptionist_5_3
Phoebe,Rachel
Phoebe,Joey
Monica,Ross
Monica,Rachel
Chandler,Ross
Chandler,Rachel
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
Chandler,Joey
Phoebe,Chandler
Phoebe,Monica
Joey,Phoebe
Chandler,Joey
DrHarard,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
FrankJr,Phoebe
FrankJr,Chandler
Rachel,Monica
Rachel,Joey
Ross,Joey
Phoebe,Chandler
Phoebe,FrankJr
Ross,Joey
Chandler,Joey
FrankJr,Ross
FrankJr,Phoebe
DrHarard,Phoebe
DrHarard,Chandler
Phoebe,Ross
Monica,Chandler
Joey,Monica
Joey,Chandler
DrOberman,Ross
DrOberman,Phoebe
Ross,Phoebe
Joey'sDoctor,Joey
DrHarard,Phoebe
Phoebe,Rachel
Joey,Monica
Ross,Joey'sDoctor
Joey,Joey'sDoctor
Phoebe,Rachel
DrHarard,Rachel
Phoebe,Monica
Phoebe,Chandler
Phoebe,FrankJr
Dan,Monica
Dan,Rachel
Dan,Chandler
Chandler,nurse
Phoebe,Monica
Phoebe,Chandler
Phoebe,Rachel
Joey,Ross
FrankJr,AlicesMother
FrankJr,Rachel
DrHarard,Phoebe
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Monica
Dan,Monica
Dan,Chandler
Joey'sDoctor,Joey
DrHarard,Phoebe
DrHarard,FrankJr
FrankJr,Monica
FrankJr,Chandler
FrankJr,Rachel
FrankJr,Phoebe
FrankJr,DrHarard
Phoebe,DrHarard
FrankJr,Monica
FrankJr,Chandler
FrankJr,Rachel
FrankJr,DrHarard
FrankJr,Monica
FrankJr,Chandler
FrankJr,Rachel
Alice,FrankJr
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Ross,Joey
Joey'sDoctor,Joey
Dan,Monica
Chandler,Monica
Phoebe,Monica
Phoebe,Rachel
Phoebe,Ross
Phoebe,Monica
Phoebe,FrankJrJr
Phoebe,LeslieBuffay
Phoebe,ChandlerBuffay
Phoebe,Monica
Phoebe,Rachel
Phoebe,Chandler
